"REF_SECTOR","TIME_PERIOD","ACCOUNTING_ENTRY","STO","PRODUCT","ACTIVITY","signe","formule","id_formule"
"S1",2000,"D","P2","_T","M",-1,"Ventilation en activité",3
"S1",2000,"D","P2","_T","N",-1,"Ventilation en activité",3
"S1",2000,"D","P2","_T","O",-1,"Ventilation en activité",3
"S1",2000,"D","P2","_T","P",-1,"Ventilation en activité",3
"S1",2000,"D","P2","_T","Q",-1,"Ventilation en activité",3
"S1",2000,"D","P2","_T","R",-1,"Ventilation en activité",3
"S1",2000,"D","P2","_T","S",-1,"Ventilation en activité",3
"S1",1991,"D","D11","_T","_T",1,"Ventilation en activité",4
"S1",1991,"D","D11","_T","A",-1,"Ventilation en activité",4
"S1",1991,"D","D11","_T","B",-1,"Ventilation en activité",4
"S1",1991,"D","D11","_T","C",-1,"Ventilation en activité",4
"S1",1991,"D","D11","_T","D",-1,"Ventilation en activité",4
"S1",1991,"D","D11","_T","E",-1,"Ventilation en activité",4
"S1",1991,"D","D11","_T","F",-1,"Ventilation en activité",4
"S1",1991,"D","D11","_T","G",-1,"Ventilation en activité",4
"S1",1991,"D","D11","_T","H",-1,"Ventilation en activité",4
"S1",1991,"D","D11","_T","I",-1,"Ventilation en activité",4
"S1",1991,"D","D11","_T","J",-1,"Ventilation en activité",4
"S1",1991,"D","D11","_T","K",-1,"Ventilation en activité",4
"S1",1991,"D","D11","_T","L",-1,"Ventilation en activité",4
"S1",1991,"D","D11","_T","M",-1,"Ventilation en activité",4
"S1",1991,"D","D11","_T","N",-1,"Ventilation en activité",4
"S1",1991,"D","D11","_T","O",-1,"Ventilation en activité",4
"S1",1991,"D","D11","_T","P",-1,"Ventilation en activité",4
"S1",1991,"D","D11","_T","Q",-1,"Ventilation en activité",4
"S1",1991,"D","D11","_T","R",-1,"Ventilation en activité",4
"S1",1991,"D","D11","_T","S",-1,"Ventilation en activité",4
"S1",1991,"D","D11","_T","T",-1,"Ventilation en activité",4
"S1",2019,"B","B1G","_T","_T",1,"Ventilation en activité",5
"S1",2019,"B","B1G","_T","A",-1,"Ventilation en activité",5
"S1",2019,"B","B1G","_T","B",-1,"Ventilation en activité",5
"S1",2019,"B","B1G","_T","C",-1,"Ventilation en activité",5
"S1",2019,"B","B1G","_T","D",-1,"Ventilation en activité",5
"S1",2019,"B","B1G","_T","E",-1,"Ventilation en activité",5
"S1",2019,"B","B1G","_T","F",-1,"Ventilation en activité",5
"S1",2019,"B","B1G","_T","G",-1,"Ventilation en activité",5
"S1",2019,"B","B1G","_T","H",-1,"Ventilation en activité",5
"S1",2019,"B","B1G","_T","I",-1,"Ventilation en activité",5
"S1",2019,"B","B1G","_T","J",-1,"Ventilation en activité",5
"S1",2019,"B","B1G","_T","K",-1,"Ventilation en activité",5
"S1",2019,"B","B1G","_T","L",-1,"Ventilation en activité",5
"S1",2019,"B","B1G","_T","M",-1,"Ventilation en activité",5
"S1",2019,"B","B1G","_T","N",-1,"Ventilation en activité",5
"S1",2019,"B","B1G","_T","O",-1,"Ventilation en activité",5
"S1",2019,"B","B1G","_T","P",-1,"Ventilation en activité",5
"S1",2019,"B","B1G","_T","Q",-1,"Ventilation en activité",5
"S1",2019,"B","B1G","_T","R",-1,"Ventilation en activité",5
"S1",2019,"B","B1G","_T","S",-1,"Ventilation en activité",5
"S1",2019,"B","B1G","_T","T",-1,"Ventilation en activité",5
"S1",2005,"D","D11","_T","_T",1,"Ventilation en activité",6
"S1",2005,"D","D11","_T","A",-1,"Ventilation en activité",6
"S1",2005,"D","D11","_T","B",-1,"Ventilation en activité",6
"S1",2005,"D","D11","_T","C",-1,"Ventilation en activité",6
"S1",2005,"D","D11","_T","D",-1,"Ventilation en activité",6
"S1",2005,"D","D11","_T","E",-1,"Ventilation en activité",6
"S1",2005,"D","D11","_T","F",-1,"Ventilation en activité",6
"S1",2005,"D","D11","_T","G",-1,"Ventilation en activité",6
"S1",2005,"D","D11","_T","H",-1,"Ventilation en activité",6
"S1",2005,"D","D11","_T","I",-1,"Ventilation en activité",6
"S1",2005,"D","D11","_T","J",-1,"Ventilation en activité",6
"S1",2005,"D","D11","_T","K",-1,"Ventilation en activité",6
"S1",2005,"D","D11","_T","L",-1,"Ventilation en activité",6
"S1",2005,"D","D11","_T","M",-1,"Ventilation en activité",6
"S1",2005,"D","D11","_T","N",-1,"Ventilation en activité",6
"S1",2005,"D","D11","_T","O",-1,"Ventilation en activité",6
"S1",2005,"D","D11","_T","P",-1,"Ventilation en activité",6
"S1",2005,"D","D11","_T","Q",-1,"Ventilation en activité",6
"S1",2005,"D","D11","_T","R",-1,"Ventilation en activité",6
"S1",2005,"D","D11","_T","S",-1,"Ventilation en activité",6
"S1",2005,"D","D11","_T","T",-1,"Ventilation en activité",6
"S1",2006,"D","P2","_T","_T",1,"Ventilation en activité",7
"S1",2006,"D","P2","_T","A",-1,"Ventilation en activité",7
"S1",2006,"D","P2","_T","B",-1,"Ventilation en activité",7
"S1",2006,"D","P2","_T","C",-1,"Ventilation en activité",7
"S1",2006,"D","P2","_T","D",-1,"Ventilation en activité",7
"S1",2006,"D","P2","_T","E",-1,"Ventilation en activité",7
"S1",2006,"D","P2","_T","F",-1,"Ventilation en activité",7
"S1",2006,"D","P2","_T","G",-1,"Ventilation en activité",7
"S1",2006,"D","P2","_T","H",-1,"Ventilation en activité",7
"S1",2006,"D","P2","_T","I",-1,"Ventilation en activité",7
"S1",2006,"D","P2","_T","J",-1,"Ventilation en activité",7
"S1",2006,"D","P2","_T","K",-1,"Ventilation en activité",7
"S1",2006,"D","P2","_T","L",-1,"Ventilation en activité",7
"S1",2006,"D","P2","_T","M",-1,"Ventilation en activité",7
"S1",2006,"D","P2","_T","N",-1,"Ventilation en activité",7
"S1",2006,"D","P2","_T","O",-1,"Ventilation en activité",7
"S1",2006,"D","P2","_T","P",-1,"Ventilation en activité",7
"S1",2006,"D","P2","_T","Q",-1,"Ventilation en activité",7
"S1",2006,"D","P2","_T","R",-1,"Ventilation en activité",7
"S1",2006,"D","P2","_T","S",-1,"Ventilation en activité",7
"S1",2016,"B","B1G","_T","_T",1,"Ventilation en activité",8
"S1",2016,"B","B1G","_T","A",-1,"Ventilation en activité",8
"S1",2016,"B","B1G","_T","B",-1,"Ventilation en activité",8
"S1",2016,"B","B1G","_T","C",-1,"Ventilation en activité",8
"S1",2016,"B","B1G","_T","D",-1,"Ventilation en activité",8
"S1",2016,"B","B1G","_T","E",-1,"Ventilation en activité",8
"S1",2016,"B","B1G","_T","F",-1,"Ventilation en activité",8
"S1",2016,"B","B1G","_T","G",-1,"Ventilation en activité",8
"S1",2016,"B","B1G","_T","H",-1,"Ventilation en activité",8
"S1",2016,"B","B1G","_T","I",-1,"Ventilation en activité",8
"S1",2016,"B","B1G","_T","J",-1,"Ventilation en activité",8
"S1",2016,"B","B1G","_T","K",-1,"Ventilation en activité",8
"S1",2016,"B","B1G","_T","L",-1,"Ventilation en activité",8
"S1",2016,"B","B1G","_T","M",-1,"Ventilation en activité",8
"S1",2016,"B","B1G","_T","N",-1,"Ventilation en activité",8
"S1",2016,"B","B1G","_T","O",-1,"Ventilation en activité",8
"S1",2016,"B","B1G","_T","P",-1,"Ventilation en activité",8
"S1",2016,"B","B1G","_T","Q",-1,"Ventilation en activité",8
"S1",2016,"B","B1G","_T","R",-1,"Ventilation en activité",8
"S1",2016,"B","B1G","_T","S",-1,"Ventilation en activité",8
"S1",2016,"B","B1G","_T","T",-1,"Ventilation en activité",8
"S1",1993,"B","B1G","_T","_T",1,"Ventilation en activité",9
"S1",1993,"B","B1G","_T","A",-1,"Ventilation en activité",9
"S1",1993,"B","B1G","_T","B",-1,"Ventilation en activité",9
"S1",1993,"B","B1G","_T","C",-1,"Ventilation en activité",9
"S1",1993,"B","B1G","_T","D",-1,"Ventilation en activité",9
"S1",1993,"B","B1G","_T","E",-1,"Ventilation en activité",9
"S1",1993,"B","B1G","_T","F",-1,"Ventilation en activité",9
"S1",1993,"B","B1G","_T","G",-1,"Ventilation en activité",9
"S1",1993,"B","B1G","_T","H",-1,"Ventilation en activité",9
"S1",1993,"B","B1G","_T","I",-1,"Ventilation en activité",9
"S1",1993,"B","B1G","_T","J",-1,"Ventilation en activité",9
"S1",1993,"B","B1G","_T","K",-1,"Ventilation en activité",9
"S1",1993,"B","B1G","_T","L",-1,"Ventilation en activité",9
"S1",1993,"B","B1G","_T","M",-1,"Ventilation en activité",9
"S1",1993,"B","B1G","_T","N",-1,"Ventilation en activité",9
"S1",1993,"B","B1G","_T","O",-1,"Ventilation en activité",9
"S1",1993,"B","B1G","_T","P",-1,"Ventilation en activité",9
"S1",1993,"B","B1G","_T","Q",-1,"Ventilation en activité",9
"S1",1993,"B","B1G","_T","R",-1,"Ventilation en activité",9
"S1",1993,"B","B1G","_T","S",-1,"Ventilation en activité",9
"S1",1993,"B","B1G","_T","T",-1,"Ventilation en activité",9
"S1",1983,"D","P51C","_T","_T",1,"Ventilation en activité",10
"S1",1983,"D","P51C","_T","A",-1,"Ventilation en activité",10
"S1",1983,"D","P51C","_T","B",-1,"Ventilation en activité",10
"S1",1983,"D","P51C","_T","C",-1,"Ventilation en activité",10
"S1",1983,"D","P51C","_T","D",-1,"Ventilation en activité",10
"S1",1983,"D","P51C","_T","E",-1,"Ventilation en activité",10
"S1",1983,"D","P51C","_T","F",-1,"Ventilation en activité",10
"S1",1983,"D","P51C","_T","G",-1,"Ventilation en activité",10
"S1",1983,"D","P51C","_T","H",-1,"Ventilation en activité",10
"S1",1983,"D","P51C","_T","I",-1,"Ventilation en activité",10
"S1",1983,"D","P51C","_T","J",-1,"Ventilation en activité",10
"S1",1983,"D","P51C","_T","K",-1,"Ventilation en activité",10
"S1",1983,"D","P51C","_T","L",-1,"Ventilation en activité",10
"S1",1983,"D","P51C","_T","M",-1,"Ventilation en activité",10
"S1",1983,"D","P51C","_T","N",-1,"Ventilation en activité",10
"S1",1983,"D","P51C","_T","O",-1,"Ventilation en activité",10
"S1",1983,"D","P51C","_T","P",-1,"Ventilation en activité",10
"S1",1983,"D","P51C","_T","Q",-1,"Ventilation en activité",10
"S1",1983,"D","P51C","_T","R",-1,"Ventilation en activité",10
"S1",1983,"D","P51C","_T","S",-1,"Ventilation en activité",10
"S1",1986,"C","P1","_T","_T",1,"Ventilation en activité",11
"S1",1986,"C","P1","_T","A",-1,"Ventilation en activité",11
"S1",1986,"C","P1","_T","B",-1,"Ventilation en activité",11
"S1",1986,"C","P1","_T","C",-1,"Ventilation en activité",11
"S1",1986,"C","P1","_T","D",-1,"Ventilation en activité",11
"S1",1986,"C","P1","_T","E",-1,"Ventilation en activité",11
"S1",1986,"C","P1","_T","F",-1,"Ventilation en activité",11
"S1",1986,"C","P1","_T","G",-1,"Ventilation en activité",11
"S1",1986,"C","P1","_T","H",-1,"Ventilation en activité",11
"S1",1986,"C","P1","_T","I",-1,"Ventilation en activité",11
"S1",1986,"C","P1","_T","J",-1,"Ventilation en activité",11
"S1",1986,"C","P1","_T","K",-1,"Ventilation en activité",11
"S1",1986,"C","P1","_T","L",-1,"Ventilation en activité",11
"S1",1986,"C","P1","_T","M",-1,"Ventilation en activité",11
"S1",1986,"C","P1","_T","N",-1,"Ventilation en activité",11
"S1",1986,"C","P1","_T","O",-1,"Ventilation en activité",11
"S1",1986,"C","P1","_T","P",-1,"Ventilation en activité",11
"S1",1986,"C","P1","_T","Q",-1,"Ventilation en activité",11
"S1",1986,"C","P1","_T","R",-1,"Ventilation en activité",11
"S1",1986,"C","P1","_T","S",-1,"Ventilation en activité",11
"S1",1986,"C","P1","_T","T",-1,"Ventilation en activité",11
"S1",2021,"D","P52","_T","_T",1,"Ventilation en activité",12
"S1",2021,"D","P52","_T","A",-1,"Ventilation en activité",12
"S1",2021,"D","P52","_T","B",-1,"Ventilation en activité",12
"S1",2021,"D","P52","_T","C",-1,"Ventilation en activité",12
"S1",2021,"D","P52","_T","D",-1,"Ventilation en activité",12
"S1",2021,"D","P52","_T","E",-1,"Ventilation en activité",12
"S1",2021,"D","P52","_T","F",-1,"Ventilation en activité",12
"S1",2021,"D","P52","_T","G",-1,"Ventilation en activité",12
"S1",2021,"D","P52","_T","H",-1,"Ventilation en activité",12
"S1",2021,"D","P52","_T","I",-1,"Ventilation en activité",12
"S1",2021,"D","P52","_T","J",-1,"Ventilation en activité",12
"S1",2021,"D","P52","_T","K",-1,"Ventilation en activité",12
"S1",2021,"D","P52","_T","L",-1,"Ventilation en activité",12
"S1",2021,"D","P52","_T","M",-1,"Ventilation en activité",12
"S1",2021,"D","P52","_T","N",-1,"Ventilation en activité",12
"S1",2021,"D","P52","_T","O",-1,"Ventilation en activité",12
"S1",2021,"D","P52","_T","P",-1,"Ventilation en activité",12
"S1",2021,"D","P52","_T","Q",-1,"Ventilation en activité",12
"S1",2021,"D","P52","_T","R",-1,"Ventilation en activité",12
"S1",2021,"D","P52","_T","S",-1,"Ventilation en activité",12
"S1",2021,"D","P52","_T","T",-1,"Ventilation en activité",12
"S1",2021,"D","P52","_T","U",-1,"Ventilation en activité",12
"S1",2006,"D","D1","_T","_T",1,"Ventilation en activité",13
"S1",2006,"D","D1","_T","A",-1,"Ventilation en activité",13
"S1",2006,"D","D1","_T","B",-1,"Ventilation en activité",13
"S1",2006,"D","D1","_T","C",-1,"Ventilation en activité",13
"S1",2006,"D","D1","_T","D",-1,"Ventilation en activité",13
"S1",2006,"D","D1","_T","E",-1,"Ventilation en activité",13
"S1",2006,"D","D1","_T","F",-1,"Ventilation en activité",13
"S1",2006,"D","D1","_T","G",-1,"Ventilation en activité",13
"S1",2006,"D","D1","_T","H",-1,"Ventilation en activité",13
"S1",2006,"D","D1","_T","I",-1,"Ventilation en activité",13
"S1",2006,"D","D1","_T","J",-1,"Ventilation en activité",13
"S1",2006,"D","D1","_T","K",-1,"Ventilation en activité",13
"S1",2006,"D","D1","_T","L",-1,"Ventilation en activité",13
"S1",2006,"D","D1","_T","M",-1,"Ventilation en activité",13
"S1",2006,"D","D1","_T","N",-1,"Ventilation en activité",13
"S1",2006,"D","D1","_T","O",-1,"Ventilation en activité",13
"S1",2006,"D","D1","_T","P",-1,"Ventilation en activité",13
"S1",2006,"D","D1","_T","Q",-1,"Ventilation en activité",13
"S1",2006,"D","D1","_T","R",-1,"Ventilation en activité",13
"S1",2006,"D","D1","_T","S",-1,"Ventilation en activité",13
"S1",2006,"D","D1","_T","T",-1,"Ventilation en activité",13
"S1",1998,"D","P2","_T","_T",1,"Ventilation en activité",14
"S1",1998,"D","P2","_T","A",-1,"Ventilation en activité",14
"S1",1998,"D","P2","_T","B",-1,"Ventilation en activité",14
"S1",1998,"D","P2","_T","C",-1,"Ventilation en activité",14
"S1",1998,"D","P2","_T","D",-1,"Ventilation en activité",14
"S1",1998,"D","P2","_T","E",-1,"Ventilation en activité",14
"S1",1998,"D","P2","_T","F",-1,"Ventilation en activité",14
"S1",1998,"D","P2","_T","G",-1,"Ventilation en activité",14
"S1",1998,"D","P2","_T","H",-1,"Ventilation en activité",14
"S1",1998,"D","P2","_T","I",-1,"Ventilation en activité",14
"S1",1998,"D","P2","_T","J",-1,"Ventilation en activité",14
"S1",1998,"D","P2","_T","K",-1,"Ventilation en activité",14
"S1",1998,"D","P2","_T","L",-1,"Ventilation en activité",14
"S1",1998,"D","P2","_T","M",-1,"Ventilation en activité",14
"S1",1998,"D","P2","_T","N",-1,"Ventilation en activité",14
"S1",1998,"D","P2","_T","O",-1,"Ventilation en activité",14
"S1",1998,"D","P2","_T","P",-1,"Ventilation en activité",14
"S1",1998,"D","P2","_T","Q",-1,"Ventilation en activité",14
"S1",1998,"D","P2","_T","R",-1,"Ventilation en activité",14
"S1",1998,"D","P2","_T","S",-1,"Ventilation en activité",14
"S1",2018,"D","D1","_T","_T",1,"Ventilation en activité",15
"S1",2018,"D","D1","_T","A",-1,"Ventilation en activité",15
"S1",2018,"D","D1","_T","B",-1,"Ventilation en activité",15
"S1",2018,"D","D1","_T","C",-1,"Ventilation en activité",15
"S1",2018,"D","D1","_T","D",-1,"Ventilation en activité",15
"S1",2018,"D","D1","_T","E",-1,"Ventilation en activité",15
"S1",2018,"D","D1","_T","F",-1,"Ventilation en activité",15
"S1",2018,"D","D1","_T","G",-1,"Ventilation en activité",15
"S1",2018,"D","D1","_T","H",-1,"Ventilation en activité",15
"S1",2018,"D","D1","_T","I",-1,"Ventilation en activité",15
"S1",2018,"D","D1","_T","J",-1,"Ventilation en activité",15
"S1",2018,"D","D1","_T","K",-1,"Ventilation en activité",15
"S1",2018,"D","D1","_T","L",-1,"Ventilation en activité",15
"S1",2018,"D","D1","_T","M",-1,"Ventilation en activité",15
"S1",2018,"D","D1","_T","N",-1,"Ventilation en activité",15
"S1",2018,"D","D1","_T","O",-1,"Ventilation en activité",15
"S1",2018,"D","D1","_T","P",-1,"Ventilation en activité",15
"S1",2018,"D","D1","_T","Q",-1,"Ventilation en activité",15
"S1",2018,"D","D1","_T","R",-1,"Ventilation en activité",15
"S1",2018,"D","D1","_T","S",-1,"Ventilation en activité",15
"S1",2018,"D","D1","_T","T",-1,"Ventilation en activité",15
"S1",1988,"B","B1G","_T","_T",1,"Ventilation en activité",16
"S1",1988,"B","B1G","_T","A",-1,"Ventilation en activité",16
"S1",1988,"B","B1G","_T","B",-1,"Ventilation en activité",16
"S1",1988,"B","B1G","_T","C",-1,"Ventilation en activité",16
"S1",1988,"B","B1G","_T","D",-1,"Ventilation en activité",16
"S1",1988,"B","B1G","_T","E",-1,"Ventilation en activité",16
"S1",1988,"B","B1G","_T","F",-1,"Ventilation en activité",16
"S1",1988,"B","B1G","_T","G",-1,"Ventilation en activité",16
"S1",1988,"B","B1G","_T","H",-1,"Ventilation en activité",16
"S1",1988,"B","B1G","_T","I",-1,"Ventilation en activité",16
"S1",1988,"B","B1G","_T","J",-1,"Ventilation en activité",16
"S1",1988,"B","B1G","_T","K",-1,"Ventilation en activité",16
"S1",1988,"B","B1G","_T","L",-1,"Ventilation en activité",16
"S1",1988,"B","B1G","_T","M",-1,"Ventilation en activité",16
"S1",1988,"B","B1G","_T","N",-1,"Ventilation en activité",16
"S1",1988,"B","B1G","_T","O",-1,"Ventilation en activité",16
"S1",1988,"B","B1G","_T","P",-1,"Ventilation en activité",16
"S1",1988,"B","B1G","_T","Q",-1,"Ventilation en activité",16
"S1",1988,"B","B1G","_T","R",-1,"Ventilation en activité",16
"S1",1988,"B","B1G","_T","S",-1,"Ventilation en activité",16
"S1",1988,"B","B1G","_T","T",-1,"Ventilation en activité",16
"S1",2014,"D","P52","_T","_T",1,"Ventilation en activité",17
"S1",2014,"D","P52","_T","A",-1,"Ventilation en activité",17
"S1",2014,"D","P52","_T","B",-1,"Ventilation en activité",17
"S1",2014,"D","P52","_T","C",-1,"Ventilation en activité",17
"S1",2014,"D","P52","_T","D",-1,"Ventilation en activité",17
"S1",2014,"D","P52","_T","E",-1,"Ventilation en activité",17
"S1",2014,"D","P52","_T","F",-1,"Ventilation en activité",17
"S1",2014,"D","P52","_T","G",-1,"Ventilation en activité",17
"S1",2014,"D","P52","_T","H",-1,"Ventilation en activité",17
"S1",2014,"D","P52","_T","I",-1,"Ventilation en activité",17
"S1",2014,"D","P52","_T","J",-1,"Ventilation en activité",17
"S1",2014,"D","P52","_T","K",-1,"Ventilation en activité",17
"S1",2014,"D","P52","_T","L",-1,"Ventilation en activité",17
"S1",2014,"D","P52","_T","M",-1,"Ventilation en activité",17
"S1",2014,"D","P52","_T","N",-1,"Ventilation en activité",17
"S1",2014,"D","P52","_T","O",-1,"Ventilation en activité",17
"S1",2014,"D","P52","_T","P",-1,"Ventilation en activité",17
"S1",2014,"D","P52","_T","Q",-1,"Ventilation en activité",17
"S1",2014,"D","P52","_T","R",-1,"Ventilation en activité",17
"S1",2014,"D","P52","_T","S",-1,"Ventilation en activité",17
"S1",2014,"D","P52","_T","T",-1,"Ventilation en activité",17
"S1",2014,"D","P52","_T","U",-1,"Ventilation en activité",17
"S1",2022,"D","D1","_T","_T",1,"Ventilation en activité",18
"S1",2022,"D","D1","_T","A",-1,"Ventilation en activité",18
"S1",2022,"D","D1","_T","B",-1,"Ventilation en activité",18
"S1",2022,"D","D1","_T","C",-1,"Ventilation en activité",18
"S1",2022,"D","D1","_T","D",-1,"Ventilation en activité",18
"S1",2022,"D","D1","_T","E",-1,"Ventilation en activité",18
"S1",2022,"D","D1","_T","F",-1,"Ventilation en activité",18
"S1",2022,"D","D1","_T","G",-1,"Ventilation en activité",18
"S1",2022,"D","D1","_T","H",-1,"Ventilation en activité",18
"S1",2022,"D","D1","_T","I",-1,"Ventilation en activité",18
"S1",2022,"D","D1","_T","J",-1,"Ventilation en activité",18
"S1",2022,"D","D1","_T","K",-1,"Ventilation en activité",18
"S1",2022,"D","D1","_T","L",-1,"Ventilation en activité",18
"S1",2022,"D","D1","_T","M",-1,"Ventilation en activité",18
"S1",2022,"D","D1","_T","N",-1,"Ventilation en activité",18
"S1",2022,"D","D1","_T","O",-1,"Ventilation en activité",18
"S1",2022,"D","D1","_T","P",-1,"Ventilation en activité",18
"S1",2022,"D","D1","_T","Q",-1,"Ventilation en activité",18
"S1",2022,"D","D1","_T","R",-1,"Ventilation en activité",18
"S1",2022,"D","D1","_T","S",-1,"Ventilation en activité",18
"S1",2022,"D","D1","_T","T",-1,"Ventilation en activité",18
"S1",2008,"B","B1G","_T","_T",1,"Ventilation en activité",19
"S1",2008,"B","B1G","_T","A",-1,"Ventilation en activité",19
"S1",2008,"B","B1G","_T","B",-1,"Ventilation en activité",19
"S1",2008,"B","B1G","_T","C",-1,"Ventilation en activité",19
"S1",2008,"B","B1G","_T","D",-1,"Ventilation en activité",19
"S1",2008,"B","B1G","_T","E",-1,"Ventilation en activité",19
"S1",2008,"B","B1G","_T","F",-1,"Ventilation en activité",19
"S1",2008,"B","B1G","_T","G",-1,"Ventilation en activité",19
"S1",2008,"B","B1G","_T","H",-1,"Ventilation en activité",19
"S1",2008,"B","B1G","_T","I",-1,"Ventilation en activité",19
"S1",2008,"B","B1G","_T","J",-1,"Ventilation en activité",19
"S1",2008,"B","B1G","_T","K",-1,"Ventilation en activité",19
"S1",2008,"B","B1G","_T","L",-1,"Ventilation en activité",19
"S1",2008,"B","B1G","_T","M",-1,"Ventilation en activité",19
"S1",2008,"B","B1G","_T","N",-1,"Ventilation en activité",19
"S1",2008,"B","B1G","_T","O",-1,"Ventilation en activité",19
"S1",2008,"B","B1G","_T","P",-1,"Ventilation en activité",19
"S1",2008,"B","B1G","_T","Q",-1,"Ventilation en activité",19
"S1",2008,"B","B1G","_T","R",-1,"Ventilation en activité",19
"S1",2008,"B","B1G","_T","S",-1,"Ventilation en activité",19
"S1",2008,"B","B1G","_T","T",-1,"Ventilation en activité",19
"S1",2020,"D","P2","_T","_T",1,"Ventilation en activité",20
"S1",2020,"D","P2","_T","A",-1,"Ventilation en activité",20
"S1",2020,"D","P2","_T","B",-1,"Ventilation en activité",20
"S1",2020,"D","P2","_T","C",-1,"Ventilation en activité",20
"S1",2020,"D","P2","_T","D",-1,"Ventilation en activité",20
"S1",2020,"D","P2","_T","E",-1,"Ventilation en activité",20
"S1",2020,"D","P2","_T","F",-1,"Ventilation en activité",20
"S1",2020,"D","P2","_T","G",-1,"Ventilation en activité",20
"S1",2020,"D","P2","_T","H",-1,"Ventilation en activité",20
"S1",2020,"D","P2","_T","I",-1,"Ventilation en activité",20
"S1",2020,"D","P2","_T","J",-1,"Ventilation en activité",20
"S1",2020,"D","P2","_T","K",-1,"Ventilation en activité",20
"S1",2020,"D","P2","_T","L",-1,"Ventilation en activité",20
"S1",2020,"D","P2","_T","M",-1,"Ventilation en activité",20
"S1",2020,"D","P2","_T","N",-1,"Ventilation en activité",20
"S1",2020,"D","P2","_T","O",-1,"Ventilation en activité",20
"S1",2020,"D","P2","_T","P",-1,"Ventilation en activité",20
"S1",2020,"D","P2","_T","Q",-1,"Ventilation en activité",20
"S1",2020,"D","P2","_T","R",-1,"Ventilation en activité",20
